,Number_Wells,Number_Connections,Pipeline_Diameter,Pipeline_Length,p2,p4,p6,p8,p10,p12,Result
38516,20,3,20,28000,900,1300,2800,4400,5500,7000,-17697.40688834079
38517,20,3,20,28000,900,1300,2800,4400,6000,6000,-17694.764788637898
38518,20,3,20,28000,900,1300,2800,4400,6000,6500,-17696.639308349466
38519,20,3,20,28000,900,1300,2800,4400,6000,7000,-17696.258784281257
38520,20,3,20,28000,900,1300,2800,4800,5000,6000,-17692.194378978027
38521,20,3,20,28000,900,1300,2800,4800,5000,6500,-17691.346755983854
38522,20,3,20,28000,900,1300,2800,4800,5000,7000,-17688.397265322354
38523,20,3,20,28000,900,1300,2800,4800,5500,6000,-17693.01150249785
38524,20,3,20,28000,900,1300,2800,4800,5500,6500,-17693.602258393632
38525,20,3,20,28000,900,1300,2800,4800,5500,7000,-17692.010208438296
38526,20,3,20,28000,900,1300,2800,4800,6000,6000,-17690.812834415246
38527,20,3,20,28000,900,1300,2800,4800,6000,6500,-17692.687354126825
38528,20,3,20,28000,900,1300,2800,4800,6000,7000,-17692.306830058613
38529,20,3,20,28000,900,1300,3200,3800,5000,6000,-17687.77618232059
38530,20,3,20,28000,900,1300,3200,3800,5000,6500,-17686.928559326425
38531,20,3,20,28000,900,1300,3200,3800,5000,7000,-17683.97906866492
38532,20,3,20,28000,900,1300,3200,3800,5500,6000,-17684.36269913676
38533,20,3,20,28000,900,1300,3200,3800,5500,6500,-17684.953455032533
38534,20,3,20,28000,900,1300,3200,3800,5500,7000,-17683.3614050772
38535,20,3,20,28000,900,1300,3200,3800,6000,6000,-17678.213450172505
38536,20,3,20,28000,900,1300,3200,3800,6000,6500,-17680.087969884087
38537,20,3,20,28000,900,1300,3200,3800,6000,7000,-17679.707445815868
38538,20,3,20,28000,900,1300,3200,4400,5000,6000,-17686.54476257358
38539,20,3,20,28000,900,1300,3200,4400,5000,6500,-17685.69713957941
38540,20,3,20,28000,900,1300,3200,4400,5000,7000,-17682.747648917906
38541,20,3,20,28000,900,1300,3200,4400,5500,6000,-17685.81475509439
38542,20,3,20,28000,900,1300,3200,4400,5500,6500,-17686.40551099016
38543,20,3,20,28000,900,1300,3200,4400,5500,7000,-17684.813461034824
38544,20,3,20,28000,900,1300,3200,4400,6000,6000,-17682.17136133193
38545,20,3,20,28000,900,1300,3200,4400,6000,6500,-17684.04588104351
38546,20,3,20,28000,900,1300,3200,4400,6000,7000,-17683.665356975293
38547,20,3,20,28000,900,1300,3200,4800,5000,6000,-17681.934179074335
38548,20,3,20,28000,900,1300,3200,4800,5000,6500,-17681.086556080165
38549,20,3,20,28000,900,1300,3200,4800,5000,7000,-17678.137065418665
38550,20,3,20,28000,900,1300,3200,4800,5500,6000,-17682.751302594163
38551,20,3,20,28000,900,1300,3200,4800,5500,6500,-17683.342058489943
38552,20,3,20,28000,900,1300,3200,4800,5500,7000,-17681.7500085346
38553,20,3,20,28000,900,1300,3200,4800,6000,6000,-17680.552634511554
38554,20,3,20,28000,900,1300,3200,4800,6000,6500,-17682.427154223136
38555,20,3,20,28000,900,1300,3200,4800,6000,7000,-17682.046630154928
38556,20,3,20,28000,900,1800,2300,3800,5000,6000,-17555.608596683673
38557,20,3,20,28000,900,1800,2300,3800,5000,6500,-17554.7609736895
38558,20,3,20,28000,900,1800,2300,3800,5000,7000,-17551.811483027996
38559,20,3,20,28000,900,1800,2300,3800,5500,6000,-17552.195113499827
38560,20,3,20,28000,900,1800,2300,3800,5500,6500,-17552.785869395615
38561,20,3,20,28000,900,1800,2300,3800,5500,7000,-17551.193819440265
38562,20,3,20,28000,900,1800,2300,3800,6000,6000,-17546.045864535583
38563,20,3,20,28000,900,1800,2300,3800,6000,6500,-17547.920384247165
38564,20,3,20,28000,900,1800,2300,3800,6000,7000,-17547.539860178946
38565,20,3,20,28000,900,1800,2300,4400,5000,6000,-17544.69657033893
38566,20,3,20,28000,900,1800,2300,4400,5000,6500,-17543.848947344763
38567,20,3,20,28000,900,1800,2300,4400,5000,7000,-17540.89945668326
38568,20,3,20,28000,900,1800,2300,4400,5500,6000,-17543.966562859736
38569,20,3,20,28000,900,1800,2300,4400,5500,6500,-17544.557318755516
38570,20,3,20,28000,900,1800,2300,4400,5500,7000,-17542.965268800177
38571,20,3,20,28000,900,1800,2300,4400,6000,6000,-17540.323169097286
38572,20,3,20,28000,900,1800,2300,4400,6000,6500,-17542.19768880886
38573,20,3,20,28000,900,1800,2300,4400,6000,7000,-17541.817164740645
38574,20,3,20,28000,900,1800,2300,4800,5000,6000,-17534.171654945596
38575,20,3,20,28000,900,1800,2300,4800,5000,6500,-17533.32403195142
38576,20,3,20,28000,900,1800,2300,4800,5000,7000,-17530.37454128992
38577,20,3,20,28000,900,1800,2300,4800,5500,6000,-17534.98877846542
38578,20,3,20,28000,900,1800,2300,4800,5500,6500,-17535.579534361197
38579,20,3,20,28000,900,1800,2300,4800,5500,7000,-17533.987484405858
38580,20,3,20,28000,900,1800,2300,4800,6000,6000,-17532.79011038281
38581,20,3,20,28000,900,1800,2300,4800,6000,6500,-17534.66463009439
38582,20,3,20,28000,900,1800,2300,4800,6000,7000,-17534.284106026178
38583,20,3,20,28000,900,1800,2800,3800,5000,6000,-17557.956755864558
38584,20,3,20,28000,900,1800,2800,3800,5000,6500,-17557.109132870388
38585,20,3,20,28000,900,1800,2800,3800,5000,7000,-17554.15964220888
38586,20,3,20,28000,900,1800,2800,3800,5500,6000,-17554.543272680727
38587,20,3,20,28000,900,1800,2800,3800,5500,6500,-17555.134028576496
38588,20,3,20,28000,900,1800,2800,3800,5500,7000,-17553.541978621157
38589,20,3,20,28000,900,1800,2800,3800,6000,6000,-17548.394023716468
38590,20,3,20,28000,900,1800,2800,3800,6000,6500,-17550.26854342805
38591,20,3,20,28000,900,1800,2800,3800,6000,7000,-17549.888019359834
38592,20,3,20,28000,900,1800,2800,4400,5000,6000,-17552.906298398848
38593,20,3,20,28000,900,1800,2800,4400,5000,6500,-17552.058675404674
38594,20,3,20,28000,900,1800,2800,4400,5000,7000,-17549.109184743174
38595,20,3,20,28000,900,1800,2800,4400,5500,6000,-17552.17629091965
38596,20,3,20,28000,900,1800,2800,4400,5500,6500,-17552.767046815436
38597,20,3,20,28000,900,1800,2800,4400,5500,7000,-17551.174996860093
38598,20,3,20,28000,900,1800,2800,4400,6000,6000,-17548.532897157198
38599,20,3,20,28000,900,1800,2800,4400,6000,6500,-17550.407416868777
38600,20,3,20,28000,900,1800,2800,4400,6000,7000,-17550.026892800557
38601,20,3,20,28000,900,1800,2800,4800,5000,6000,-17545.96248749733
38602,20,3,20,28000,900,1800,2800,4800,5000,6500,-17545.114864503157
38603,20,3,20,28000,900,1800,2800,4800,5000,7000,-17542.165373841657
38604,20,3,20,28000,900,1800,2800,4800,5500,6000,-17546.77961101715
38605,20,3,20,28000,900,1800,2800,4800,5500,6500,-17547.370366912935
38606,20,3,20,28000,900,1800,2800,4800,5500,7000,-17545.778316957592
38607,20,3,20,28000,900,1800,2800,4800,6000,6000,-17544.58094293455
38608,20,3,20,28000,900,1800,2800,4800,6000,6500,-17546.45546264613
38609,20,3,20,28000,900,1800,2800,4800,6000,7000,-17546.074938577916
38610,20,3,20,28000,900,1800,3200,3800,5000,6000,-17550.81425926346
38611,20,3,20,28000,900,1800,3200,3800,5000,6500,-17549.966636269295
38612,20,3,20,28000,900,1800,3200,3800,5000,7000,-17547.01714560779
38613,20,3,20,28000,900,1800,3200,3800,5500,6000,-17547.40077607963
38614,20,3,20,28000,900,1800,3200,3800,5500,6500,-17547.991531975404
38615,20,3,20,28000,900,1800,3200,3800,5500,7000,-17546.399482020064
38616,20,3,20,28000,900,1800,3200,3800,6000,6000,-17541.251527115375
38617,20,3,20,28000,900,1800,3200,3800,6000,6500,-17543.126046826957
38618,20,3,20,28000,900,1800,3200,3800,6000,7000,-17542.745522758745
38619,20,3,20,28000,900,1800,3200,4400,5000,6000,-17549.582839516446
38620,20,3,20,28000,900,1800,3200,4400,5000,6500,-17548.735216522284
38621,20,3,20,28000,900,1800,3200,4400,5000,7000,-17545.78572586078
38622,20,3,20,28000,900,1800,3200,4400,5500,6000,-17548.85283203726
38623,20,3,20,28000,900,1800,3200,4400,5500,6500,-17549.443587933038
38624,20,3,20,28000,900,1800,3200,4400,5500,7000,-17547.851537977698
38625,20,3,20,28000,900,1800,3200,4400,6000,6000,-17545.209438274804
38626,20,3,20,28000,900,1800,3200,4400,6000,6500,-17547.083957986382
38627,20,3,20,28000,900,1800,3200,4400,6000,7000,-17546.70343391817
38628,20,3,20,28000,900,1800,3200,4800,5000,6000,-17544.97225601721
38629,20,3,20,28000,900,1800,3200,4800,5000,6500,-17544.124633023035
38630,20,3,20,28000,900,1800,3200,4800,5000,7000,-17541.175142361535
38631,20,3,20,28000,900,1800,3200,4800,5500,6000,-17545.789379537036
38632,20,3,20,28000,900,1800,3200,4800,5500,6500,-17546.380135432813
38633,20,3,20,28000,900,1800,3200,4800,5500,7000,-17544.788085477474
38634,20,3,20,28000,900,1800,3200,4800,6000,6000,-17543.590711454424
38635,20,3,20,28000,900,1800,3200,4800,6000,6500,-17545.465231166003
38636,20,3,20,28000,900,1800,3200,4800,6000,7000,-17545.084707097787
38637,20,3,20,55000,500,900,2300,3800,5000,6000,-17815.49915154298
38638,20,3,20,55000,500,900,2300,3800,5000,6500,-17814.651528548806
38639,20,3,20,55000,500,900,2300,3800,5000,7000,-17811.702037887306
38640,20,3,20,55000,500,900,2300,3800,5500,6000,-17812.085668359145
38641,20,3,20,55000,500,900,2300,3800,5500,6500,-17812.67642425492
38642,20,3,20,55000,500,900,2300,3800,5500,7000,-17811.084374299586
38643,20,3,20,55000,500,900,2300,3800,6000,6000,-17805.9364193949
38644,20,3,20,55000,500,900,2300,3800,6000,6500,-17807.810939106475
38645,20,3,20,55000,500,900,2300,3800,6000,7000,-17807.43041503826
38646,20,3,20,55000,500,900,2300,4400,5000,6000,-17804.587125198243
38647,20,3,20,55000,500,900,2300,4400,5000,6500,-17803.73950220407
38648,20,3,20,55000,500,900,2300,4400,5000,7000,-17800.790011542573
38649,20,3,20,55000,500,900,2300,4400,5500,6000,-17803.85711771905
38650,20,3,20,55000,500,900,2300,4400,5500,6500,-17804.44787361483
38651,20,3,20,55000,500,900,2300,4400,5500,7000,-17802.855823659487
38652,20,3,20,55000,500,900,2300,4400,6000,6000,-17800.213723956593
38653,20,3,20,55000,500,900,2300,4400,6000,6500,-17802.088243668168
38654,20,3,20,55000,500,900,2300,4400,6000,7000,-17801.70771959996
38655,20,3,20,55000,500,900,2300,4800,5000,6000,-17794.062209804903
38656,20,3,20,55000,500,900,2300,4800,5000,6500,-17793.21458681073
38657,20,3,20,55000,500,900,2300,4800,5000,7000,-17790.26509614923
38658,20,3,20,55000,500,900,2300,4800,5500,6000,-17794.879333324727
38659,20,3,20,55000,500,900,2300,4800,5500,6500,-17795.470089220507
38660,20,3,20,55000,500,900,2300,4800,5500,7000,-17793.87803926517
38661,20,3,20,55000,500,900,2300,4800,6000,6000,-17792.680665242126
38662,20,3,20,55000,500,900,2300,4800,6000,6500,-17794.5551849537
38663,20,3,20,55000,500,900,2300,4800,6000,7000,-17794.174660885492
38664,20,3,20,55000,500,900,2800,3800,5000,6000,-17788.59501865474
38665,20,3,20,55000,500,900,2800,3800,5000,6500,-17787.747395660568
38666,20,3,20,55000,500,900,2800,3800,5000,7000,-17784.79790499907
38667,20,3,20,55000,500,900,2800,3800,5500,6000,-17785.181535470914
38668,20,3,20,55000,500,900,2800,3800,5500,6500,-17785.77229136668
38669,20,3,20,55000,500,900,2800,3800,5500,7000,-17784.180241411344
38670,20,3,20,55000,500,900,2800,3800,6000,6000,-17779.032286506656
38671,20,3,20,55000,500,900,2800,3800,6000,6500,-17780.906806218238
38672,20,3,20,55000,500,900,2800,3800,6000,7000,-17780.526282150026
38673,20,3,20,55000,500,900,2800,4400,5000,6000,-17783.544561189028
38674,20,3,20,55000,500,900,2800,4400,5000,6500,-17782.696938194862
38675,20,3,20,55000,500,900,2800,4400,5000,7000,-17779.747447533355
38676,20,3,20,55000,500,900,2800,4400,5500,6000,-17782.814553709843
38677,20,3,20,55000,500,900,2800,4400,5500,6500,-17783.405309605616
38678,20,3,20,55000,500,900,2800,4400,5500,7000,-17781.813259650276
38679,20,3,20,55000,500,900,2800,4400,6000,6000,-17779.17115994739
38680,20,3,20,55000,500,900,2800,4400,6000,6500,-17781.04567965896
38681,20,3,20,55000,500,900,2800,4400,6000,7000,-17780.66515559075
38682,20,3,20,55000,500,900,2800,4800,5000,6000,-17776.600750287515
38683,20,3,20,55000,500,900,2800,4800,5000,6500,-17775.75312729334
38684,20,3,20,55000,500,900,2800,4800,5000,7000,-17772.803636631845
38685,20,3,20,55000,500,900,2800,4800,5500,6000,-17777.417873807342
38686,20,3,20,55000,500,900,2800,4800,5500,6500,-17778.00862970312
38687,20,3,20,55000,500,900,2800,4800,5500,7000,-17776.416579747784
38688,20,3,20,55000,500,900,2800,4800,6000,6000,-17775.219205724734
38689,20,3,20,55000,500,900,2800,4800,6000,6500,-17777.093725436316
38690,20,3,20,55000,500,900,2800,4800,6000,7000,-17776.713201368104
38691,20,3,20,55000,500,900,3200,3800,5000,6000,-17760.766074281957
38692,20,3,20,55000,500,900,3200,3800,5000,6500,-17759.91845128779
38693,20,3,20,55000,500,900,3200,3800,5000,7000,-17756.96896062629
38694,20,3,20,55000,500,900,3200,3800,5500,6000,-17757.352591098123
38695,20,3,20,55000,500,900,3200,3800,5500,6500,-17757.943346993907
38696,20,3,20,55000,500,900,3200,3800,5500,7000,-17756.351297038564
38697,20,3,20,55000,500,900,3200,3800,6000,6000,-17751.203342133882
38698,20,3,20,55000,500,900,3200,3800,6000,6500,-17753.077861845453
38699,20,3,20,55000,500,900,3200,3800,6000,7000,-17752.697337777245
38700,20,3,20,55000,500,900,3200,4400,5000,6000,-17759.534654534946
38701,20,3,20,55000,500,900,3200,4400,5000,6500,-17758.687031540772
38702,20,3,20,55000,500,900,3200,4400,5000,7000,-17755.73754087927
38703,20,3,20,55000,500,900,3200,4400,5500,6000,-17758.804647055753
38704,20,3,20,55000,500,900,3200,4400,5500,6500,-17759.39540295153
38705,20,3,20,55000,500,900,3200,4400,5500,7000,-17757.80335299619
38706,20,3,20,55000,500,900,3200,4400,6000,6000,-17755.161253293296
38707,20,3,20,55000,500,900,3200,4400,6000,6500,-17757.035773004874
38708,20,3,20,55000,500,900,3200,4400,6000,7000,-17756.65524893666
38709,20,3,20,55000,500,900,3200,4800,5000,6000,-17754.924071035704
38710,20,3,20,55000,500,900,3200,4800,5000,6500,-17754.07644804154
38711,20,3,20,55000,500,900,3200,4800,5000,7000,-17751.12695738003
38712,20,3,20,55000,500,900,3200,4800,5500,6000,-17755.741194555536
38713,20,3,20,55000,500,900,3200,4800,5500,6500,-17756.3319504513
38714,20,3,20,55000,500,900,3200,4800,5500,7000,-17754.739900495966
38715,20,3,20,55000,500,900,3200,4800,6000,6000,-17753.542526472924
38716,20,3,20,55000,500,900,3200,4800,6000,6500,-17755.4170461845
38717,20,3,20,55000,500,900,3200,4800,6000,7000,-17755.036522116287
38718,20,3,20,55000,500,1300,2300,3800,5000,6000,-17701.26734911128
38719,20,3,20,55000,500,1300,2300,3800,5000,6500,-17700.419726117118
38720,20,3,20,55000,500,1300,2300,3800,5000,7000,-17697.470235455618
38721,20,3,20,55000,500,1300,2300,3800,5500,6000,-17697.853865927456
38722,20,3,20,55000,500,1300,2300,3800,5500,6500,-17698.44462182323
38723,20,3,20,55000,500,1300,2300,3800,5500,7000,-17696.85257186789
38724,20,3,20,55000,500,1300,2300,3800,6000,6000,-17691.704616963198
38725,20,3,20,55000,500,1300,2300,3800,6000,6500,-17693.57913667478
38726,20,3,20,55000,500,1300,2300,3800,6000,7000,-17693.198612606564
38727,20,3,20,55000,500,1300,2300,4400,5000,6000,-17690.355322766547
38728,20,3,20,55000,500,1300,2300,4400,5000,6500,-17689.507699772377
38729,20,3,20,55000,500,1300,2300,4400,5000,7000,-17686.558209110874
38730,20,3,20,55000,500,1300,2300,4400,5500,6000,-17689.625315287358
38731,20,3,20,55000,500,1300,2300,4400,5500,6500,-17690.21607118313
38732,20,3,20,55000,500,1300,2300,4400,5500,7000,-17688.6240212278
38733,20,3,20,55000,500,1300,2300,4400,6000,6000,-17685.9819215249
38734,20,3,20,55000,500,1300,2300,4400,6000,6500,-17687.85644123648
38735,20,3,20,55000,500,1300,2300,4400,6000,7000,-17687.475917168264
38736,20,3,20,55000,500,1300,2300,4800,5000,6000,-17679.8304073732
38737,20,3,20,55000,500,1300,2300,4800,5000,6500,-17678.982784379034
38738,20,3,20,55000,500,1300,2300,4800,5000,7000,-17676.033293717537
38739,20,3,20,55000,500,1300,2300,4800,5500,6000,-17680.64753089304
38740,20,3,20,55000,500,1300,2300,4800,5500,6500,-17681.238286788812
38741,20,3,20,55000,500,1300,2300,4800,5500,7000,-17679.64623683347
38742,20,3,20,55000,500,1300,2300,4800,6000,6000,-17678.448862810426
38743,20,3,20,55000,500,1300,2300,4800,6000,6500,-17680.323382522
38744,20,3,20,55000,500,1300,2300,4800,6000,7000,-17679.942858453793
38745,20,3,20,55000,500,1300,2800,3800,5000,6000,-17690.507031341924
38746,20,3,20,55000,500,1300,2800,3800,5000,6500,-17689.659408347747
38747,20,3,20,55000,500,1300,2800,3800,5000,7000,-17686.709917686243
38748,20,3,20,55000,500,1300,2800,3800,5500,6000,-17687.093548158085
38749,20,3,20,55000,500,1300,2800,3800,5500,6500,-17687.684304053862
38750,20,3,20,55000,500,1300,2800,3800,5500,7000,-17686.092254098523
38751,20,3,20,55000,500,1300,2800,3800,6000,6000,-17680.944299193834
38752,20,3,20,55000,500,1300,2800,3800,6000,6500,-17682.818818905413
38753,20,3,20,55000,500,1300,2800,3800,6000,7000,-17682.438294837193
38754,20,3,20,55000,500,1300,2800,4400,5000,6000,-17685.45657387621
38755,20,3,20,55000,500,1300,2800,4400,5000,6500,-17684.608950882033
38756,20,3,20,55000,500,1300,2800,4400,5000,7000,-17681.659460220537
38757,20,3,20,55000,500,1300,2800,4400,5500,6000,-17684.726566397017
38758,20,3,20,55000,500,1300,2800,4400,5500,6500,-17685.317322292798
38759,20,3,20,55000,500,1300,2800,4400,5500,7000,-17683.725272337455
38760,20,3,20,55000,500,1300,2800,4400,6000,6000,-17681.08317263456
38761,20,3,20,55000,500,1300,2800,4400,6000,6500,-17682.95769234614
38762,20,3,20,55000,500,1300,2800,4400,6000,7000,-17682.577168277923
38763,20,3,20,55000,500,1300,2800,4800,5000,6000,-17678.512762974697
38764,20,3,20,55000,500,1300,2800,4800,5000,6500,-17677.665139980523
38765,20,3,20,55000,500,1300,2800,4800,5000,7000,-17674.71564931902
38766,20,3,20,55000,500,1300,2800,4800,5500,6000,-17679.32988649452
38767,20,3,20,55000,500,1300,2800,4800,5500,6500,-17679.9206423903
38768,20,3,20,55000,500,1300,2800,4800,5500,7000,-17678.328592434955
38769,20,3,20,55000,500,1300,2800,4800,6000,6000,-17677.131218411912
38770,20,3,20,55000,500,1300,2800,4800,6000,6500,-17679.005738123495
38771,20,3,20,55000,500,1300,2800,4800,6000,7000,-17678.62521405528
38772,20,3,20,55000,500,1300,3200,3800,5000,6000,-17674.09456631726
38773,20,3,20,55000,500,1300,3200,3800,5000,6500,-17673.246943323087
38774,20,3,20,55000,500,1300,3200,3800,5000,7000,-17670.297452661584
38775,20,3,20,55000,500,1300,3200,3800,5500,6000,-17670.681083133426
38776,20,3,20,55000,500,1300,3200,3800,5500,6500,-17671.271839029203
38777,20,3,20,55000,500,1300,3200,3800,5500,7000,-17669.67978907386
38778,20,3,20,55000,500,1300,3200,3800,6000,6000,-17664.53183416917
38779,20,3,20,55000,500,1300,3200,3800,6000,6500,-17666.406353880753
38780,20,3,20,55000,500,1300,3200,3800,6000,7000,-17666.025829812534
38781,20,3,20,55000,500,1300,3200,4400,5000,6000,-17672.863146570246
38782,20,3,20,55000,500,1300,3200,4400,5000,6500,-17672.015523576076
38783,20,3,20,55000,500,1300,3200,4400,5000,7000,-17669.066032914576
38784,20,3,20,55000,500,1300,3200,4400,5500,6000,-17672.133139091053
38785,20,3,20,55000,500,1300,3200,4400,5500,6500,-17672.72389498683
38786,20,3,20,55000,500,1300,3200,4400,5500,7000,-17671.131845031494
38787,20,3,20,55000,500,1300,3200,4400,6000,6000,-17668.4897453286
38788,20,3,20,55000,500,1300,3200,4400,6000,6500,-17670.364265040174
38789,20,3,20,55000,500,1300,3200,4400,6000,7000,-17669.983740971966
38790,20,3,20,55000,500,1300,3200,4800,5000,6000,-17668.252563071008
38791,20,3,20,55000,500,1300,3200,4800,5000,6500,-17667.404940076827
38792,20,3,20,55000,500,1300,3200,4800,5000,7000,-17664.455449415327
38793,20,3,20,55000,500,1300,3200,4800,5500,6000,-17669.06968659083
38794,20,3,20,55000,500,1300,3200,4800,5500,6500,-17669.660442486613
38795,20,3,20,55000,500,1300,3200,4800,5500,7000,-17668.068392531266
38796,20,3,20,55000,500,1300,3200,4800,6000,6000,-17666.871018508224
38797,20,3,20,55000,500,1300,3200,4800,6000,6500,-17668.745538219802
38798,20,3,20,55000,500,1300,3200,4800,6000,7000,-17668.36501415159
38799,20,3,20,55000,500,1800,2300,3800,5000,6000,-17541.92698068034
38800,20,3,20,55000,500,1800,2300,3800,5000,6500,-17541.07935768616
38801,20,3,20,55000,500,1800,2300,3800,5000,7000,-17538.129867024658
38802,20,3,20,55000,500,1800,2300,3800,5500,6000,-17538.5134974965
38803,20,3,20,55000,500,1800,2300,3800,5500,6500,-17539.10425339228
38804,20,3,20,55000,500,1800,2300,3800,5500,7000,-17537.51220343694
38805,20,3,20,55000,500,1800,2300,3800,6000,6000,-17532.36424853225
38806,20,3,20,55000,500,1800,2300,3800,6000,6500,-17534.238768243824
38807,20,3,20,55000,500,1800,2300,3800,6000,7000,-17533.85824417561
38808,20,3,20,55000,500,1800,2300,4400,5000,6000,-17531.0149543356
38809,20,3,20,55000,500,1800,2300,4400,5000,6500,-17530.167331341432
38810,20,3,20,55000,500,1800,2300,4400,5000,7000,-17527.21784067992
38811,20,3,20,55000,500,1800,2300,4400,5500,6000,-17530.284946856398
38812,20,3,20,55000,500,1800,2300,4400,5500,6500,-17530.87570275218
38813,20,3,20,55000,500,1800,2300,4400,5500,7000,-17529.283652796847
38814,20,3,20,55000,500,1800,2300,4400,6000,6000,-17526.641553093956
38815,20,3,20,55000,500,1800,2300,4400,6000,6500,-17528.51607280553
38816,20,3,20,55000,500,1800,2300,4400,6000,7000,-17528.135548737315
38817,20,3,20,55000,500,1800,2300,4800,5000,6000,-17520.49003894226
38818,20,3,20,55000,500,1800,2300,4800,5000,6500,-17519.642415948085
38819,20,3,20,55000,500,1800,2300,4800,5000,7000,-17516.69292528658
38820,20,3,20,55000,500,1800,2300,4800,5500,6000,-17521.307162462086
38821,20,3,20,55000,500,1800,2300,4800,5500,6500,-17521.897918357863
38822,20,3,20,55000,500,1800,2300,4800,5500,7000,-17520.30586840252
38823,20,3,20,55000,500,1800,2300,4800,6000,6000,-17519.108494379474
38824,20,3,20,55000,500,1800,2300,4800,6000,6500,-17520.98301409106
38825,20,3,20,55000,500,1800,2300,4800,6000,7000,-17520.60249002284
38826,20,3,20,55000,500,1800,2800,3800,5000,6000,-17544.275139861224
38827,20,3,20,55000,500,1800,2800,3800,5000,6500,-17543.42751686705
38828,20,3,20,55000,500,1800,2800,3800,5000,7000,-17540.478026205543
38829,20,3,20,55000,500,1800,2800,3800,5500,6000,-17540.861656677385
38830,20,3,20,55000,500,1800,2800,3800,5500,6500,-17541.452412573162
38831,20,3,20,55000,500,1800,2800,3800,5500,7000,-17539.860362617823
38832,20,3,20,55000,500,1800,2800,3800,6000,6000,-17534.712407713134
38833,20,3,20,55000,500,1800,2800,3800,6000,6500,-17536.586927424716
38834,20,3,20,55000,500,1800,2800,3800,6000,7000,-17536.206403356497
38835,20,3,20,55000,500,1800,2800,4400,5000,6000,-17539.224682395507
38836,20,3,20,55000,500,1800,2800,4400,5000,6500,-17538.377059401344
38837,20,3,20,55000,500,1800,2800,4400,5000,7000,-17535.427568739837
38838,20,3,20,55000,500,1800,2800,4400,5500,6000,-17538.494674916317
38839,20,3,20,55000,500,1800,2800,4400,5500,6500,-17539.085430812094
38840,20,3,20,55000,500,1800,2800,4400,5500,7000,-17537.493380856762
38841,20,3,20,55000,500,1800,2800,4400,6000,6000,-17534.851281153864
38842,20,3,20,55000,500,1800,2800,4400,6000,6500,-17536.725800865443
38843,20,3,20,55000,500,1800,2800,4400,6000,7000,-17536.345276797223
38844,20,3,20,55000,500,1800,2800,4800,5000,6000,-17532.280871493997
38845,20,3,20,55000,500,1800,2800,4800,5000,6500,-17531.43324849983
38846,20,3,20,55000,500,1800,2800,4800,5000,7000,-17528.483757838323
38847,20,3,20,55000,500,1800,2800,4800,5500,6000,-17533.09799501382
38848,20,3,20,55000,500,1800,2800,4800,5500,6500,-17533.6887509096
38849,20,3,20,55000,500,1800,2800,4800,5500,7000,-17532.09670095426
38850,20,3,20,55000,500,1800,2800,4800,6000,6000,-17530.899326931205
38851,20,3,20,55000,500,1800,2800,4800,6000,6500,-17532.77384664279
38852,20,3,20,55000,500,1800,2800,4800,6000,7000,-17532.393322574582
38853,20,3,20,55000,500,1800,3200,3800,5000,6000,-17537.132643260127
38854,20,3,20,55000,500,1800,3200,3800,5000,6500,-17536.285020265957
38855,20,3,20,55000,500,1800,3200,3800,5000,7000,-17533.335529604457
38856,20,3,20,55000,500,1800,3200,3800,5500,6000,-17533.7191600763
38857,20,3,20,55000,500,1800,3200,3800,5500,6500,-17534.30991597207
38858,20,3,20,55000,500,1800,3200,3800,5500,7000,-17532.71786601673
38859,20,3,20,55000,500,1800,3200,3800,6000,6000,-17527.569911112045
38860,20,3,20,55000,500,1800,3200,3800,6000,6500,-17529.444430823627
38861,20,3,20,55000,500,1800,3200,3800,6000,7000,-17529.06390675541
38862,20,3,20,55000,500,1800,3200,4400,5000,6000,-17535.901223513116
38863,20,3,20,55000,500,1800,3200,4400,5000,6500,-17535.053600518953
38864,20,3,20,55000,500,1800,3200,4400,5000,7000,-17532.104109857446
38865,20,3,20,55000,500,1800,3200,4400,5500,6000,-17535.171216033927
38866,20,3,20,55000,500,1800,3200,4400,5500,6500,-17535.761971929704
38867,20,3,20,55000,500,1800,3200,4400,5500,7000,-17534.169921974368
38868,20,3,20,55000,500,1800,3200,4400,6000,6000,-17531.527822271466
38869,20,3,20,55000,500,1800,3200,4400,6000,6500,-17533.402341983045
38870,20,3,20,55000,500,1800,3200,4400,6000,7000,-17533.02181791483
38871,20,3,20,55000,500,1800,3200,4800,5000,6000,-17531.29064001387
38872,20,3,20,55000,500,1800,3200,4800,5000,6500,-17530.44301701971
38873,20,3,20,55000,500,1800,3200,4800,5000,7000,-17527.4935263582
38874,20,3,20,55000,500,1800,3200,4800,5500,6000,-17532.1077635337
38875,20,3,20,55000,500,1800,3200,4800,5500,6500,-17532.69851942948
38876,20,3,20,55000,500,1800,3200,4800,5500,7000,-17531.106469474144
38877,20,3,20,55000,500,1800,3200,4800,6000,6000,-17529.909095451094
38878,20,3,20,55000,500,1800,3200,4800,6000,6500,-17531.78361516267
38879,20,3,20,55000,500,1800,3200,4800,6000,7000,-17531.40309109446
38880,20,3,20,55000,700,900,2300,3800,5000,6000,-17815.49915154298
38881,20,3,20,55000,700,900,2300,3800,5000,6500,-17814.651528548806
38882,20,3,20,55000,700,900,2300,3800,5000,7000,-17811.702037887306
38883,20,3,20,55000,700,900,2300,3800,5500,6000,-17812.085668359145
38884,20,3,20,55000,700,900,2300,3800,5500,6500,-17812.67642425492
